regime,optimizer,seed,lr,wd,eps,step,loss,lr_scheduled,ms,status
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,0,2.3025853633880615,1e-06,190.05644989013672,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,50,1.851715087890625,5.1000000000000006e-05,740.644323348999,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,100,0.9923861026763916,0.0001,1286.331394791603,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,150,0.5727778673171997,9.984630218530014e-05,1832.6060502529144,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,200,0.4739499986171722,9.938625865312252e-05,2382.1945309638977,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,250,0.4289811253547668,9.862301196726987e-05,2922.763009905815,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,300,0.3543952405452728,9.756177587652856e-05,3435.2597119808197,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,350,0.3786070942878723,9.62097996994776e-05,3950.316447854042,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,400,0.3023006319999695,9.4576318804292e-05,4461.928129196167,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,450,0.3455596566200256,9.26724915218138e-05,4975.057569980621,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,500,0.3226671814918518,9.051132292283772e-05,5488.73622572422,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,550,0.3045356273651123,8.810757598029093e-05,6002.624192714691,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,600,0.3329895734786987,8.547767072315835e-05,6515.426494002342,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,650,0.2430803626775741,8.263957207103507e-05,7027.737789988518,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,700,0.2860211730003357,7.961266711550922e-05,7542.115359067917,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,750,0.2423149943351745,7.641763268666831e-05,8057.967838764191,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,800,0.2224278151988983,7.307629410938363e-05,8646.78710258007,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,850,0.1919805258512497,6.961147611421075e-05,9169.891997933388,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,900,0.2231302261352539,6.604684692133597e-05,9684.14460504055,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,950,0.2278071343898773,6.240675656263303e-05,10199.156829714777,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,1000,0.208087682723999,5.8716070546254966e-05,10716.084860444069,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,1050,0.203137993812561,5.500000000000001e-05,11231.2926363945,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,1100,0.1506301462650299,5.128392945374505e-05,11747.391292214394,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,1150,0.2310709953308105,4.7593243437366975e-05,12262.928411245346,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,1200,0.2014980912208557,4.395315307866405e-05,12779.636444449425,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,1250,0.2132208943367004,4.0388523885789256e-05,13295.37379014492,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,1300,0.1321577727794647,3.692370589061639e-05,13810.66665494442,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,1350,0.1643756330013275,3.358236731333169e-05,14327.449407696724,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,1400,0.2020958960056305,3.0387332884490805e-05,14843.243135690687,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,1450,0.1225174218416214,2.736042792896495e-05,15361.995999455452,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,1500,0.1306890100240707,2.4522329276841663e-05,15878.101088643074,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,1550,0.1164949387311935,2.189242401970908e-05,16394.199937701225,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,1600,0.1649384200572967,1.9488677077162295e-05,16910.094945788383,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,1650,0.1228780448436737,1.7327508478186218e-05,17427.23792243004,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,1700,0.1168431267142295,1.5423681195707997e-05,17945.51932990551,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,1750,0.1207023561000824,1.3790200300522411e-05,18461.81478393078,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,1800,0.1173183098435401,1.2438224123471442e-05,18977.503264188766,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,1850,0.0963881760835647,1.1376988032730134e-05,19493.88579273224,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,1900,0.1317183077335357,1.0613741346877495e-05,20010.320128321648,ok
task_a_fashion_mnist,adamw,2047037706,0.0001,0.0,1e-08,1950,0.0927732065320015,1.015369781469986e-05,20525.916669487953,ok
